453910;28575;17892;;133062;10514;5564;;433923;27549;17202;;99919;10251;3065;;455644;28053;17478;;169551;13922;7378;;454552;27612;17307;;187245;15461;9061;;451717;28539;17919;;149123;12225;6285;;448782;28080;17525;;179420;14331;8695;;456185;28215;17632;;230838;19028;12093;;471094;28251;17737;;234585;19031;12576;;404577;24894;15450;;178548;14322;7854;;431598;27657;17324;;4143468;12874;5232;;
457237;28773;18000;;265354;22422;13943;;443271;28278;17734;;186463;17273;9106;;434774;27567;17281;;178979;15568;7501;;465894;28404;17792;;209127;20383;8880;;11316653;28224;17663;;196954;19062;10797;;489849;28818;18071;;230016;19983;13982;;455715;28530;17899;;231740;21113;13152;;449242;28638;17940;;159112;15364;8045;;454512;28926;18148;;202544;21294;9000;;461695;28521;17907;;128754;9487;4935;;
469661;29088;18228;;205781;18080;9393;;458429;28971;18118;;157158;19112;5476;;423112;26442;16423;;147970;11456;5417;;2487558;29394;18395;;251726;24934;12093;;1801717;29502;18503;;344894;32828;20727;;508595;29628;18624;;218755;16948;12910;;2776696;29313;18359;;217703;19575;10124;;465943;29547;18551;;187887;17458;8952;;472927;28935;18167;;193658;17673;8636;;469952;29745;18697;;172076;16297;6424;;
487725;26631;16586;;236278;23820;11805;;482585;30267;19019;;163259;20410;4848;;449102;27495;17201;;137741;13637;6139;;463128;29691;18690;;215378;22732;9598;;472366;29934;18827;;184440;21462;8396;;474520;29943;18750;;251457;21877;13025;;501211;29961;18916;;206542;19520;9070;;2603397;29556;18525;;178809;14339;7307;;500689;30033;18814;;248851;19815;15235;;495299;30078;18835;;240376;25763;10686;;
483557;29907;18823;;223023;16369;11358;;481433;30744;19176;;203967;19814;10393;;492685;30762;19370;;153321;14431;5007;;479810;29439;18396;;272767;28880;13391;;9596810;30645;19184;;138262;10646;7517;;525256;30384;19009;;214336;19149;10380;;544243;30861;19342;;224936;22050;10436;;3000892;29943;18732;;235467;25628;9859;;477937;30267;18941;;223594;23090;9018;;502052;30627;19251;;287335;20311;12229;;
485992;30303;19062;;286052;24825;14704;;491863;31401;19721;;195150;19701;7418;;493526;31023;19536;;148271;15859;4663;;489047;30240;18957;;155325;16253;5742;;505469;30708;19187;;318074;31295;19458;;4466291;29781;18667;;175754;15013;6676;;506489;30438;19071;;198477;18632;7834;;484780;30852;19344;;2228928;14927;9325;;488135;31374;19639;;178309;18570;6009;;481503;30762;19325;;227502;25266;9860;;
453811;28602;17813;;142840;12131;5884;;498906;31734;19934;;269391;28214;13732;;553510;32121;20181;;228724;17642;11254;;506950;30762;19244;;155275;11565;7375;;4171882;31608;19802;;287375;17821;13279;;503735;31590;19847;;178008;14348;5255;;517672;32247;20347;;257388;26778;11519;;503886;31941;20062;;218053;20336;9613;;505799;32058;20096;;186974;22385;6700;;3127472;31761;19909;;229485;18311;12609;;
527340;32103;20108;;143382;14157;4804;;494017;30915;19392;;201061;17741;8730;;501751;32229;20260;;231169;18046;11200;;516630;32508;20476;;376985;29079;22718;;502884;32013;20027;;159632;12308;7003;;502383;31797;19937;;105911;8578;4699;;523813;32517;20415;;226078;19778;12608;;532861;32562;20574;;197715;18891;9165;;3634573;32184;20177;;130586;14972;3860;;530596;32130;20186;;203305;16163;8478;;
535656;32013;20108;;285701;23968;15969;;1839448;31293;19570;;181103;16294;6605;;544452;31986;19931;;193868;23061;6832;;533141;32319;20271;;275312;30172;12183;;3488265;31806;19944;;246127;20666;11821;;562527;33426;20977;;268048;26319;12313;;527631;33021;20761;;142230;19215;4013;;465713;29988;18813;;141909;10927;4305;;456335;29484;18486;;228313;25099;9839;;517802;32841;20640;;94238;9334;2957;;
513724;32913;20531;;242810;17538;10336;;527570;33057;20694;;271845;20904;13383;;530596;33372;20906;;309437;25816;15630;;529043;33021;20692;;118865;12147;3862;;530356;33714;21129;;199849;19877;8420;;517630;33183;20826;;203787;15534;8945;;545575;33696;21213;;2277890;19942;5735;;519695;33021;20607;;260414;26154;10146;;491732;31419;19615;;161687;10919;6080;;520838;33291;20875;;198577;18941;7391;;
529263;33669;21002;;283097;27124;14131;;498395;30906;19297;;154994;13284;3914;;533031;34263;21491;;231829;18568;9677;;539573;33561;20983;;189720;16202;7176;;549482;34371;21581;;202894;15996;9827;;538512;34335;21526;;158380;12916;7631;;535525;33570;20971;;236037;21996;9827;;497684;31707;19696;;230768;19141;11256;;3832488;33867;21218;;309106;28325;16263;;524585;33777;21167;;213675;22158;8938;;
583016;34380;21598;;323364;28820;17947;;576744;34236;21499;;205790;17200;9306;;560152;35136;22105;;180983;16429;6868;;545595;33048;20731;;322993;27206;18514;;642879;34245;21505;;191965;14744;6946;;7452645;33345;20813;;270243;23505;13928;;577295;34434;21667;;200139;20470;8081;;559851;34803;21802;;136318;10231;6692;;572265;34434;21573;;211291;16601;8719;;566154;35046;22037;;219536;19230;8602;;
565963;34911;21879;;243372;19707;14026;;2298219;34776;21687;;258029;22172;8502;;541226;34560;21642;;235066;16129;12313;;545555;35298;22066;;5691082;25317;13307;;1917116;35019;21929;;333583;26578;16000;;556015;35253;22161;;210890;17991;8204;;556265;34803;21788;;232842;20911;12253;;555013;34920;21854;;333542;30868;18667;;558379;35280;22216;;5504750;20019;9442;;571584;35073;21935;;332360;27432;19061;;
559962;35586;22298;;293767;25058;15680;;525787;33876;21203;;251767;21003;12554;;559591;35586;22267;;241989;20468;9284;;502673;31707;19789;;3812330;21035;6922;;617571;35973;22532;;249122;19341;13995;;586712;36288;22827;;224616;20622;8964;;2988408;35217;22073;;201101;15915;7463;;573948;36081;22545;;303686;29476;14648;;608433;35739;22455;;354312;32839;21061;;8973258;35739;22348;;349713;30626;18019;;
576373;36189;22765;;227251;18273;8295;;569180;36396;22813;;163570;16045;4971;;576473;36855;23172;;213164;15427;7520;;578868;36675;22920;;4208942;20436;12899;;587855;36450;23011;;206702;13976;8402;;565893;35730;22397;;2360006;28768;11750;;586342;35973;22499;;160514;12427;6895;;594828;36549;22870;;260082;25426;12819;;573778;35694;22395;;231479;19836;10864;;8462981;33975;21231;;344023;39029;16666;;
620347;35973;22517;;313785;30821;14839;;576093;36909;23110;;155165;17087;5048;;3207643;36909;23150;;257648;19730;13415;;2083040;32418;20157;;229896;18712;9914;;574930;36837;23169;;242911;15086;10922;;558660;36117;22612;;2333175;22300;11802;;571695;36486;22804;;324615;30678;12019;;601751;36972;23124;;303837;33281;14898;;587264;36675;22904;;236158;24529;9947;;583056;36747;22956;;299148;26650;14876;;
556555;35397;22014;;206742;22081;7776;;583236;37557;23482;;230798;23524;8628;;575942;37062;23248;;190402;13459;8466;;580711;37152;23330;;201733;23166;5487;;585861;37413;23443;;4319142;30807;16630;;606019;37395;23432;;300299;23507;16608;;2620750;37971;23899;;162959;18305;5219;;582865;35811;22477;;219927;17699;10397;;621348;37485;23487;;168950;18503;5390;;583797;36333;22720;;262758;25352;11271;;
632179;37899;23825;;215189;16821;11355;;594497;37836;23640;;194819;15534;6821;;612752;37656;23542;;194930;18727;6626;;4225144;37656;23626;;312563;19116;14590;;538401;34209;21418;;321870;27759;14975;;6342569;37593;23615;;406211;35216;22302;;604016;37593;23596;;262578;20533;13915;;613444;38079;23832;;167668;15790;5506;;599958;37836;23777;;206572;20607;7022;;5564343;37530;23468;;289830;25400;14746;;
618604;38547;24166;;256016;23028;11319;;625737;38871;24292;;310559;23984;16045;;589969;37764;23464;;4428168;33091;24161;;604556;38475;23984;;252418;23820;8635;;6519865;38142;23895;;270042;24588;12235;;616670;38475;24112;;215198;22399;7244;;610778;38232;23945;;255785;20832;11402;;587284;36837;23010;;177406;16972;5850;;6144944;37818;23600;;219486;16905;8010;;619465;38718;24285;;264171;22960;8961;;
626449;39015;24458;;274571;17900;12333;;2630118;38934;24370;;274431;26466;12250;;649752;39366;24628;;162067;13619;6316;;605709;38619;24101;;136169;16381;3828;;628963;38925;24389;;199539;21365;7525;;9536475;38412;24014;;210108;15771;11436;;639793;39492;24700;;288477;30823;12376;;625637;38340;23926;;210559;16458;8681;;613924;38988;24413;;204839;15941;9619;;4602429;38484;24043;;334896;36814;17377;;
