6100;;34011;21273;576364;;17976;5683;164372;;33786;21094;532872;;10911;7364;146748;;33507;20928;538482;;25348;18115;316461;;33984;21271;561186;;26638;15481;298106;;33741;21177;539354;;14716;10537;183308;;34353;21593;544454;;18032;8023;195742;;34263;21537;558811;;26464;11894;288658;;33903;21247;540656;;20423;7165;196874;;33471;20945;526129;;10647;5553;2585740;;34083;21306;541268;;21411;8064;196263;;
6200;;33831;21174;550575;;23833;9619;233223;;33984;21360;544784;;13913;6220;166627;;34371;21528;4495545;;23729;11132;254303;;31104;19474;483909;;23239;12863;265244;;34776;21854;546047;;11536;4925;133002;;34425;21447;8442500;;21582;13083;248602;;34416;21513;546939;;9829;3859;109679;;34767;21826;546458;;25168;14411;304899;;33867;21168;531189;;17366;8177;185022;;34434;21472;545626;;13661;6076;171666;;
6300;;35361;22191;576574;;12643;6835;168109;;35307;22218;606732;;25045;11010;259913;;35568;22187;584660;;20023;3931;144494;;35703;22380;4561681;;27266;20033;339735;;35307;22127;553100;;39118;20964;403706;;35046;22029;557638;;12106;5195;144925;;33291;20873;4497069;;18430;8532;184029;;34506;21534;559923;;37325;12588;303877;;35064;21875;557889;;20535;11948;235046;;35343;22208;581284;;26283;9568;244966;;
6400;;35775;22462;616971;;23244;10092;213305;;35055;21929;546968;;12257;5872;160555;;35613;22318;586203;;26101;11039;244925;;35568;22420;586233;;29626;17484;327422;;35712;22448;566446;;28629;8634;317253;;35271;22062;10059710;;21438;12255;254824;;35460;22161;564752;;20799;10685;237831;;36054;22519;3491659;;21931;10873;250414;;35991;22640;600681;;33248;11325;283488;;35298;22048;8470784;;42185;20816;390321;;
6500;;36234;22750;577918;;21657;5343;182186;;35703;22382;608235;;18492;12120;241939;;36243;22693;587495;;27294;18605;317853;;36315;22699;3156784;;19682;11554;267268;;35892;22379;617312;;18580;11946;224216;;36333;22856;581645;;15956;6530;174231;;35127;21812;546427;;31725;12258;277807;;36216;22675;601983;;19722;12438;253041;;36081;22593;574691;;27552;18021;340026;;35901;22471;572006;;23376;12656;262148;;
6600;;36792;23110;606572;;15776;9300;214617;;36684;23010;2609926;;39347;17078;374591;;36684;22937;574932;;16884;8912;207433;;36387;22722;4535732;;34263;16216;331520;;33741;21090;549182;;17043;9600;207985;;37287;23416;5529639;;14420;9639;192295;;36216;22633;591713;;13961;7410;191594;;36648;22970;583518;;28938;17515;307634;;36801;23069;612724;;17018;9228;219677;;36828;23055;6721131;;13651;5814;169672;;
6700;;37395;23393;598015;;28925;18505;1830616;;32958;20571;539164;;15107;9022;190461;;37503;23452;613325;;30305;16192;321941;;37998;23860;651718;;21688;11464;234265;;36999;23085;581074;;24568;13383;5058394;;37719;23643;602444;;11649;7314;153462;;37602;23442;615118;;21495;15025;274481;;36405;22849;588978;;30911;14838;311772;;37377;23477;594779;;12133;6868;152670;;37548;23508;593397;;15417;6205;172708;;
6800;;36477;22777;588147;;23299;7971;221951;;38385;24036;651577;;21653;10985;246809;;37908;23789;4595515;;18654;9559;230137;;37629;23698;601151;;20387;5543;207775;;38394;24020;663650;;19750;11376;240957;;38025;23818;653040;;19036;11196;237421;;37296;23329;608125;;22533;15496;265584;;37881;23748;641338;;17938;9258;208556;;38277;23943;657308;;15797;8383;184169;;38421;24137;4758478;;14387;6489;258050;;
6900;;37746;23609;715559;;17677;9281;218054;;38196;23979;633954;;35095;20461;359553;;38070;23826;627462;;26336;15116;307504;;38655;24195;630778;;18993;10363;240186;;37872;23639;603396;;33473;11217;276475;;38916;24401;10090899;;12988;8856;218695;;38700;24298;644954;;30469;12582;294809;;38277;23952;3568806;;21152;11161;247550;;37719;23546;599459;;23451;15083;297254;;38466;24114;3351814;;25189;8698;218194;;
7000;;39069;24422;635316;;30409;17578;312163;;39222;24630;3463566;;24530;9519;285913;;38763;24196;605510;;19521;6968;222924;;39402;24622;634755;;18089;7496;197445;;36981;23089;569220;;18918;10801;237631;;38520;24080;615919;;27055;13064;277396;;38844;24347;609838;;15676;5315;140026;;38943;24376;645125;;15185;6532;180262;;39285;24541;616701;;29034;15364;312443;;37701;23549;593737;;14983;8917;195862;;
7100;;39582;24757;655304;;24430;15439;306813;;38592;24009;621240;;17128;7513;2419864;;39303;24568;658490;;34787;21340;379040;;35451;22061;557699;;24292;11450;256126;;39645;24870;635857;;18679;12935;248712;;37161;23157;4861942;;18636;9559;235247;;39213;24504;4767412;;26824;16073;318515;;39978;25018;629215;;17561;10748;243132;;39807;24893;628573;;16907;5899;195512;;40329;25340;1099658;;17499;12294;226991;;
7200;;40302;25136;643693;;18887;10079;229265;;39456;24732;613595;;24571;8919;262619;;40041;24990;8646948;;23691;10229;253612;;40437;25406;3931513;;17441;4954;159133;;40401;25222;646658;;30772;18474;399579;;39582;24694;617022;;26153;9333;239114;;40266;25220;646267;;24869;8725;236509;;40392;25241;2299537;;27327;6554;237211;;39537;24653;639204;;29930;18902;7944133;;40509;25357;651988;;34950;20517;374031;;
7300;;40581;25477;660143;;17327;8619;188077;;40338;25254;632090;;17894;8716;1340626;;40968;25609;699718;;18760;7195;202655;;40995;25655;666606;;27104;12375;286514;;41031;25601;648401;;45568;26124;480302;;41769;26172;668509;;21032;10968;272447;;37530;23479;611190;;36481;23351;383147;;41553;26005;651888;;17579;10523;218995;;40437;25243;639564;;22212;10886;2318903;;41121;25779;668339;;26200;14545;300941;;
7400;;41958;26270;690180;;26455;17289;325708;;39969;24900;653891;;37890;23622;403596;;37899;23619;592655;;21293;7581;232742;;41427;25937;4117097;;40591;19966;443842;;41868;26149;2674398;;15339;8914;209217;;41589;25984;3907459;;39301;17371;446328;;40608;25392;4128258;;26893;16244;340788;;39474;24610;624104;;33744;16806;338142;;40635;25316;673138;;25465;11861;269031;;41409;25962;654783;;14653;4739;141969;;
7500;;42138;26497;687245;;15736;10422;205541;;42561;26664;681994;;12984;5209;152689;;41895;26144;638171;;14612;3967;127291;;42129;26454;3484456;;29900;15566;334245;;41490;25905;688246;;21941;12404;278419;;41607;25923;645666;;27344;16068;8597785;;41976;26260;675723;;19362;12596;230597;;41679;26022;2695829;;20953;7433;215209;;41967;26233;695361;;22619;11932;268539;;42435;26518;3066242;;33263;10366;294820;;
7600;;41481;25868;2281201;;28854;11492;295752;;40626;25372;2449110;;42039;23823;485452;;42624;26621;685742;;36800;22943;393788;;42822;26816;690200;;39542;26845;465604;;42678;26654;669170;;30939;17183;4337235;;38511;23941;589970;;29428;15162;325799;;42525;26559;668800;;29046;21843;372487;;42138;26395;652089;;30869;12253;285793;;42282;26350;705048;;22545;14145;269551;;42570;26555;669521;;12914;4554;136029;;
7700;;43461;27275;1889438;;17833;10277;223754;;43128;26955;700751;;21079;7947;220008;;42705;26638;684299;;22880;12899;286414;;43506;27230;678258;;20393;12398;2591371;;43290;27101;689800;;29754;17164;355425;;43263;27047;674681;;20148;12157;6160266;;43308;27022;691754;;38748;22222;420629;;42300;26469;1638882;;26244;9927;271666;;43335;27074;673549;;28582;15763;345446;;41967;26244;5624639;;23008;8501;241398;;
7800;;42075;26170;661646;;13033;5309;151728;;43497;27060;3714693;;30975;17233;336619;;43839;27411;693026;;31975;16598;358250;;43857;27424;6498098;;14758;6524;177337;;42894;26766;670373;;16478;9774;2442437;;43443;27370;711031;;26097;12683;271345;;43740;27385;726940;;18333;8119;206743;;43011;26776;7197897;;31385;14188;337210;;43641;27323;5191106;;23072;9591;227532;;43911;27644;721540;;28358;17368;2815856;;
7900;;41697;25974;663881;;22087;13156;288137;;44739;27892;717652;;38551;12022;337561;;43686;27352;2740233;;31465;20521;371596;;44487;27830;716620;;17122;9993;223655;;44433;27689;5747162;;16604;7893;211712;;44469;27814;4547544;;39392;25491;441839;;44091;27491;5599151;;27662;18003;328704;;44829;27963;8309798;;35521;16577;388247;;39375;24418;603506;;29939;19500;5836412;;44361;27705;719106;;27036;16692;313315;;
8000;;45126;28301;721931;;34087;3965;184461;;45099;28176;752920;;23580;12808;256427;;45243;28266;2717279;;22161;15983;280303;;44991;28103;726239;;27109;6968;209408;;44559;27897;706140;;24686;15880;323915;;44478;27799;691754;;29779;11828;2903062;;44235;27677;4705364;;24269;6544;202314;;44442;27722;694860;;27082;12816;3137597;;44118;27572;709958;;35773;29097;469521;;45666;28570;732861;;16665;9043;226811;;
8100;;45675;28612;766996;;27850;12090;297695;;44640;27876;2688204;;25001;11566;276255;;45387;28239;718695;;28147;7996;247870;;45387;28349;727171;;30196;10910;283418;;45729;28511;732531;;46099;23088;443702;;45306;28278;733082;;30352;19075;338452;;44595;27854;730698;;23431;9328;229446;;45729;28530;738472;;34568;22553;403065;;46377;29099;746157;;28764;15197;305680;;45324;28154;725006;;36266;11122;289800;;
8200;;45540;28446;725507;;26068;15679;326610;;46053;28674;727081;;19389;8575;218204;;44019;27458;691604;;13737;4474;168860;;46089;28784;736929;;19884;9710;238694;;45900;28663;753060;;24210;16154;318285;;46053;28601;4689564;;28392;17818;321751;;41697;25887;4781869;;33657;18187;334375;;46062;28751;722792;;36679;23013;432170;;46350;28958;742530;;24097;11591;1858078;;45954;28706;720397;;30558;15782;335387;;
8300;;46638;29168;753650;;24556;13141;291393;;46197;28765;727080;;15101;5169;159923;;47088;29511;748100;;21238;12779;2572524;;46845;29271;764081;;21042;7714;225708;;47007;29254;3733679;;25138;10450;268730;;45369;28325;780111;;43318;22156;419456;;46647;29203;742440;;27838;15705;323244;;45810;28528;742950;;29689;18437;360073;;46602;29212;732361;;21811;13849;331900;;46638;29103;757699;;36590;24242;413986;;
8400;;45981;28753;772707;;15519;7212;195131;;45216;28168;3069508;;28440;14589;324265;;47223;29427;747559;;32864;20614;362348;;46836;29131;768920;;21069;13894;278599;;47484;29694;2781762;;24617;9872;265013;;47097;29397;757669;;22680;10623;289349;;46512;28963;743902;;38333;24012;434264;;46386;28903;766666;;31952;18150;364151;;46755;29190;5960918;;23264;9878;265975;;47178;29480;771304;;33168;10268;291273;;
8500;;47439;29573;751818;;21899;8466;2247327;;48231;30112;751216;;34471;16745;372478;;47844;29884;5694833;;22953;12776;282716;;47268;29529;741197;;23087;14420;310339;;48285;30090;779871;;25769;13106;284790;;47439;29468;748151;;24375;8413;264653;;46872;29373;745235;;28590;14366;303566;;47376;29529;773398;;57477;28075;502224;;46620;29040;716841;;31789;17116;363050;;47871;29855;790681;;25236;13390;301292;;
8600;;47394;29483;762898;;45587;33469;2596490;;49194;30614;816330;;33242;16060;321431;;47502;29415;753620;;22378;14037;275533;;47520;29664;3752855;;16906;10981;229245;;48078;30042;758721;;27200;7885;242831;;48006;29975;766535;;26321;7966;216712;;48159;30075;765674;;34826;16683;360394;;48780;30450;769531;;30073;9659;278459;;48060;29866;762588;;29220;14159;337140;;48276;30027;746497;;23688;14256;4288914;;
8700;;48465;30153;778899;;28494;14539;2015386;;48987;30468;777556;;23940;11219;286364;;48987;30582;779029;;23561;11865;1904486;;48537;30385;5821414;;40817;16225;394059;;48375;30060;761285;;21306;9516;260054;;48420;30114;767197;;26666;10457;283488;;48483;30180;782606;;40031;15202;363821;;49041;30478;771284;;41318;21893;444664;;48897;30502;4402369;;22505;14738;333503;;48834;30442;779400;;26020;14546;323864;;
8800;;48942;30471;2976231;;39867;22337;445847;;48816;30401;759722;;20845;8679;3533609;;49068;30598;1852978;;16964;5204;162299;;49266;30728;784720;;40042;11247;321451;;46557;28902;736809;;40813;20393;405029;;49149;30701;790450;;16637;10148;219216;;49140;30593;780573;;18734;5563;181906;;48762;30312;807242;;30020;20288;9318573;;48348;30013;8676043;;27360;12799;311331;;49770;31118;12583603;;30971;9999;288187;;
8900;;50517;31602;816050;;42728;15317;393146;;49410;30817;2912951;;54823;26270;540787;;50364;31336;803506;;20867;8926;237140;;50508;31431;805339;;34604;11457;326681;;47682;29710;751647;;31723;16832;365554;;49761;31181;1293126;;30519;13161;328834;;46746;29047;706853;;34059;13261;366075;;50157;31218;901141;;23607;10526;267608;;50301;31356;814055;;26132;13673;306683;;49959;31175;790821;;38154;14918;365194;;
9000;;50535;31567;845706;;43714;15515;3054039;;49455;30857;2791239;;25395;12228;301873;;49878;31134;817573;;27696;17386;371997;;49986;31120;781564;;24593;10810;266987;;50517;31580;11818850;;52958;31903;582165;;50859;31729;1000880;;14498;9093;192275;;50571;31577;1858519;;26728;8714;373329;;50589;31598;806091;;22770;10381;276034;;50454;31527;2197943;;27242;16369;325097;;49779;30975;850455;;39632;22551;429406;;
9100;;51264;31948;829816;;30754;16859;363440;;48879;30389;772687;;32627;9935;303877;;51156;31747;800380;;24671;8714;247971;;51255;31940;808314;;46154;9877;339084;;50661;31622;9503113;;29740;21524;375583;;51183;31994;3646413;;28784;14244;332802;;50958;31796;859552;;23450;13647;290141;;50121;31167;793436;;41300;18328;380863;;46404;28796;749994;;25865;15575;342239;;51264;31947;839404;;25896;13089;314076;;
9200;;51957;32483;863399;;35247;16728;421220;;52425;32770;829975;;35478;18967;480292;;47007;29219;736589;;17761;4956;163671;;51588;32148;817041;;32356;15721;3636575;;52002;32494;2562645;;31408;14078;351478;;50436;31419;786974;;14817;8309;192987;;51849;32352;839714;;27716;13662;302193;;52173;32556;870162;;28241;17619;1402373;;51336;31863;848080;;72347;33074;628714;;51660;32212;851837;;25949;14082;313785;;
9300;;52650;32856;835827;;21696;14812;287486;;52506;32770;843331;;46234;13632;388979;;52398;32736;836899;;25508;13069;310019;;51930;32328;10892201;;42092;12896;362718;;52767;32881;843591;;21929;13268;9049943;;51507;31937;810780;;38488;25161;451297;;52758;32845;4931184;;25500;14861;372858;;51948;32382;2854801;;30995;14919;341298;;52740;32809;847359;;47838;26872;505490;;53010;32980;818935;;20807;9828;4721164;;
9400;;53172;33092;836157;;41742;23015;443422;;49860;30969;782125;;25858;9739;279090;;52767;32987;861836;;37363;12913;353361;;53361;33209;838773;;40791;19968;8287315;;52650;32909;830627;;37050;22230;414036;;53055;33003;828634;;38223;19229;422642;;53055;33055;4846342;;36732;13723;354252;;52695;32707;4807809;;46076;19888;441578;;52965;33021;852138;;28683;18867;418745;;53307;33317;846066;;21417;11741;273629;;
9500;;53451;33254;860263;;25470;19523;321992;;53640;33492;847520;;44890;24260;485141;;53676;33401;871455;;22444;12946;298006;;53748;33367;858660;;29291;13019;304167;;53991;33579;2358398;;29895;15437;359703;;53316;33128;854833;;28973;15389;312023;;54135;33672;13108740;;30842;11641;323585;;53532;33465;852990;;28132;7189;254693;;53451;33396;885531;;32102;16653;376324;;53325;33270;932941;;27558;17673;417933;;
9600;;53910;33456;848962;;26472;8678;259523;;53892;33504;830997;;21366;7076;241228;;54693;34151;861226;;32966;14505;339234;;54018;33669;2491962;;28124;22103;362218;;53541;33398;844133;;23219;15919;309859;;54558;34118;907934;;20577;8277;243803;;53460;33260;4840281;;25253;8195;254914;;54153;33754;847289;;31080;18613;378769;;49392;30710;9587534;;25179;11790;302173;;49689;31028;808906;;31978;19180;380443;;
9700;;55044;34341;874360;;22620;13814;298376;;52353;32500;8440145;;24827;10802;294029;;54585;34022;860884;;43195;26413;501722;;53766;33481;12625592;;31343;11263;312193;;54864;34140;4619581;;27359;14737;388056;;54306;33863;875843;;25587;12154;4282621;;55431;34583;10049982;;44132;19598;439354;;53667;33357;858770;;55926;21113;452049;;55080;34386;862127;;25464;9123;261657;;53568;33312;849253;;22241;8785;241068;;
9800;;54738;34018;7772587;;33091;16871;381574;;55656;34763;877116;;18459;7772;215810;;55260;34315;930437;;28976;16213;363189;;54522;33894;851196;;52807;32696;10277975;;55656;34539;893978;;19084;8595;235618;;55377;34569;894388;;44610;16271;424366;;55431;34443;883207;;25717;7600;243362;;55341;34453;892595;;40714;22363;449935;;55548;34687;4877330;;27803;12926;360013;;54405;33768;857247;;42413;13337;358621;;
9900;;55989;34919;2972203;;23830;10505;276255;;56043;34971;870042;;14660;8572;183138;;55935;34841;894328;;51889;19635;452549;;54531;33896;883087;;31500;18333;389169;;56016;35007;857137;;31681;10469;12160690;;55827;34811;879881;;42651;19460;3419613;;54882;34117;851226;;32520;14861;370122;;56178;35084;886754;;32519;18585;397765;;55935;34851;3469979;;33999;14731;396292;;55584;34723;12354507;;35718;28628;507183;;
10000;;56493;35167;875773;;22762;11620;307514;;55971;34873;7523205;;33631;12398;361717;;56592;35326;906021;;31409;21145;391683;;56898;35513;10765271;;39845;20851;413986;;56889;35394;876054;;42168;25334;471946;;53973;33590;902874;;28513;21226;386364;;56214;35079;885000;;28649;13920;316722;;56124;34990;894849;;45830;19026;433674;;56583;35256;4945510;;30951;18304;378028;;57060;35580;910910;;35913;18169;415599;;
